time_of_day,subject_type,session_duration_inmin,breaks_taken_count,day_of_week,Normalized_focus_Score
Morning,Java,117.4,10,Sunday,57.65
Afternoon,Python,109.2,6,Sunday,46.53
Afternoon,Operating Systems,24.0,9,Sunday,43.39
Afternoon,Python,100.6,8,Saturday,50.41
Afternoon,Ai,55.1,2,Tuesday,53.06
Morning,Aptitude,119.0,2,Sunday,62.91
Night,Machine Learning,62.0,5,Saturday,54.65
Afternoon,Aptitude,70.9,5,Saturday,44.15
Afternoon,Machine Learning,68.3,5,Thursday,44.63
Evening,Python,45.4,4,Wednesday,57.02
Afternoon,Python,18.3,8,Monday,52.44
Evening,Python,108.5,5,Wednesday,65.67
Night,Machine Learning,98.3,1,Wednesday,45.61
Morning,DSA,25.3,10,Monday,54.28
Morning,Python,95.4,5,Saturday,54.0
Night,Aptitude,78.8,1,Wednesday,48.41
Morning,Ai,55.0,4,Wednesday,58.96
Night,Operating Systems,37.9,1,Tuesday,52.08
Night,Machine Learning,104.6,6,Tuesday,45.58
Night,Java,87.0,6,Thursday,39.78
Morning,Aptitude,70.3,1,Friday,54.12
Evening,DBMS,77.1,8,Saturday,53.73
Night,Ai,20.0,4,Sunday,40.29
Afternoon,DBMS,62.1,2,Thursday,55.7
Morning,Operating Systems,31.3,1,Tuesday,61.7
Night,DSA,32.9,3,Tuesday,45.6
Night,Python,82.7,7,Monday,40.85
Afternoon,Machine Learning,110.2,10,Monday,45.61
Evening,Aptitude,54.4,10,Sunday,51.76
Evening,Java,32.9,8,Sunday,42.63
Evening,Python,81.4,5,Tuesday,60.12
Night,Aptitude,105.8,7,Wednesday,49.27
Night,Machine Learning,92.3,2,Sunday,37.35
Night,DBMS,105.6,4,Thursday,51.34
Morning,Python,69.0,6,Tuesday,68.12
Afternoon,Operating Systems,92.7,5,Saturday,49.62
Night,DSA,25.4,6,Tuesday,43.7
Afternoon,Operating Systems,48.3,2,Monday,54.98
Afternoon,DSA,52.9,7,Thursday,41.55
Evening,Ai,66.2,8,Thursday,55.37
Morning,Aptitude,112.2,9,Friday,55.78
Night,Python,106.2,6,Tuesday,43.69
Evening,Python,24.8,7,Friday,59.25
Evening,Ai,29.0,1,Monday,50.98
Night,DSA,49.3,9,Friday,36.35
Afternoon,DBMS,42.0,6,Wednesday,61.1
Evening,Machine Learning,77.6,4,Tuesday,49.98
Afternoon,Operating Systems,109.3,10,Tuesday,45.78
Morning,Ai,115.9,9,Thursday,65.97
Afternoon,Java,81.9,1,Sunday,43.99
Morning,Java,102.2,2,Friday,53.65
Afternoon,Aptitude,67.8,3,Thursday,45.42
Evening,Ai,32.9,1,Saturday,49.84
Evening,Operating Systems,67.7,2,Friday,49.65
Morning,Operating Systems,71.1,2,Sunday,52.84
Night,Aptitude,91.7,7,Friday,42.76
Morning,Aptitude,34.2,10,Sunday,61.86
Morning,Python,50.5,6,Sunday,69.36
Afternoon,Operating Systems,50.0,9,Monday,55.54
Afternoon,Machine Learning,115.5,5,Friday,46.86
Morning,Java,58.8,9,Thursday,52.95
Evening,Machine Learning,93.1,10,Saturday,53.51
Afternoon,DSA,92.6,9,Sunday,40.88
Night,Ai,39.2,2,Friday,43.15
Afternoon,Aptitude,72.9,9,Friday,58.08
Afternoon,Python,108.4,3,Tuesday,60.52
Night,Machine Learning,62.3,3,Tuesday,43.89
Morning,DBMS,114.0,9,Saturday,63.13
Night,Java,33.6,7,Sunday,47.96
Morning,Python,18.2,8,Tuesday,65.29
Morning,Python,108.1,7,Wednesday,60.64
Morning,Machine Learning,103.2,9,Tuesday,55.22
Night,DBMS,119.2,8,Wednesday,45.22
Morning,DSA,84.7,4,Saturday,49.58
Evening,Machine Learning,113.0,2,Wednesday,50.61
Night,DBMS,101.0,5,Saturday,44.99
Evening,Python,102.9,2,Thursday,53.85
Morning,Java,72.6,4,Tuesday,67.72
Afternoon,DBMS,52.1,2,Friday,51.23
Morning,Python,112.8,5,Sunday,62.91
Evening,Ai,57.5,6,Monday,53.93
Evening,Machine Learning,69.3,1,Sunday,53.16
Night,Aptitude,59.1,8,Friday,39.35
Afternoon,Machine Learning,72.1,2,Tuesday,50.12
Night,Ai,61.8,5,Friday,47.58
Evening,Operating Systems,15.3,8,Tuesday,61.42
Morning,Operating Systems,107.0,5,Sunday,46.97
Afternoon,Operating Systems,58.9,3,Tuesday,46.64
Morning,Machine Learning,74.8,6,Friday,49.1
Morning,DSA,25.3,1,Wednesday,54.8
Afternoon,Machine Learning,10.4,1,Thursday,47.46
Night,Java,37.0,8,Thursday,47.95
Morning,Ai,87.5,7,Thursday,71.23
Evening,Java,20.9,10,Thursday,61.75
Morning,Ai,110.0,10,Monday,57.56
Afternoon,Aptitude,33.7,3,Saturday,50.6
Afternoon,DBMS,32.5,8,Tuesday,56.13
Afternoon,Machine Learning,30.0,8,Monday,47.5
Night,Machine Learning,11.5,1,Thursday,42.68
Morning,Python,94.9,10,Thursday,60.85
Night,Ai,106.3,7,Sunday,44.42
Night,Python,77.6,2,Friday,49.07
Afternoon,Python,30.7,2,Thursday,52.71
Afternoon,Machine Learning,41.4,2,Tuesday,56.69
Night,DSA,62.4,5,Sunday,46.02
Morning,DBMS,115.0,7,Thursday,51.9
Evening,DBMS,37.2,4,Thursday,46.01
Night,Java,90.5,4,Monday,47.09
Morning,Ai,58.3,9,Tuesday,59.49
Afternoon,Aptitude,42.8,10,Wednesday,41.25
Afternoon,Ai,60.2,9,Friday,40.5
Morning,DSA,17.8,7,Wednesday,57.75
Evening,DSA,97.9,10,Saturday,52.28
Afternoon,DBMS,36.8,4,Monday,51.47
Afternoon,Operating Systems,89.8,8,Thursday,46.97
Afternoon,Python,17.5,10,Friday,49.21
Morning,Python,115.1,3,Saturday,56.49
Night,DBMS,31.2,3,Saturday,44.47
Afternoon,Ai,107.1,7,Tuesday,42.35
Night,DSA,99.0,9,Friday,44.1
Evening,Ai,116.5,4,Saturday,57.1
Afternoon,Aptitude,62.6,4,Monday,48.24
Afternoon,Operating Systems,90.0,1,Thursday,50.8
Evening,DBMS,50.8,1,Monday,57.08
Afternoon,Python,30.3,3,Sunday,45.71
Night,Machine Learning,58.7,7,Saturday,39.49
Morning,Ai,28.2,9,Tuesday,53.5
Night,DSA,118.0,4,Wednesday,46.43
Morning,Machine Learning,20.6,2,Thursday,58.81
Morning,Aptitude,74.8,6,Thursday,65.83
Night,DBMS,78.9,6,Monday,49.39
Night,Ai,69.2,9,Monday,50.91
Night,Python,82.8,4,Monday,53.14
Night,Ai,22.8,8,Saturday,38.38
Evening,Operating Systems,71.1,3,Thursday,57.4
Afternoon,Java,41.6,2,Monday,53.37
Morning,Machine Learning,113.4,9,Sunday,51.88
Night,Operating Systems,93.8,6,Friday,51.17
Night,Aptitude,117.0,8,Saturday,41.46
Night,Python,14.1,10,Saturday,47.2
Evening,Machine Learning,41.4,9,Friday,58.52
Night,Aptitude,31.5,1,Friday,47.14
Night,Operating Systems,11.2,1,Saturday,51.07
Night,Operating Systems,36.7,5,Thursday,57.09
Afternoon,Java,84.7,9,Monday,50.09
Evening,Machine Learning,35.4,7,Sunday,54.79
Night,Python,66.0,7,Tuesday,58.84
Morning,Operating Systems,107.7,2,Monday,56.91
Morning,DBMS,86.3,3,Thursday,46.06
Morning,Java,53.4,4,Friday,64.82
Evening,Aptitude,51.0,2,Thursday,53.07
Evening,Machine Learning,60.1,10,Monday,46.99
Morning,DSA,29.5,9,Sunday,52.44
Night,DSA,79.7,5,Thursday,36.2
Evening,Python,50.1,7,Tuesday,65.49
Morning,DBMS,103.8,9,Thursday,67.27
Morning,Operating Systems,93.2,5,Wednesday,58.85
Night,DSA,77.2,6,Thursday,43.28
Afternoon,Python,50.1,4,Monday,52.98
Evening,Aptitude,33.1,8,Wednesday,63.36
Night,Java,95.4,1,Friday,39.7
Morning,DBMS,63.5,1,Monday,59.17
Morning,DBMS,34.7,5,Saturday,63.24
Night,Ai,31.5,10,Tuesday,43.33
Evening,Python,28.2,9,Thursday,52.82
Afternoon,Python,95.5,2,Thursday,52.83
Afternoon,Ai,35.2,3,Monday,41.09
Morning,Java,67.9,8,Thursday,61.86
Evening,Operating Systems,59.7,5,Thursday,53.74
Afternoon,Python,73.8,3,Friday,55.18
Evening,Ai,106.5,6,Thursday,51.53
Evening,Operating Systems,105.5,6,Thursday,57.26
Morning,Java,59.6,5,Friday,61.05
Afternoon,Operating Systems,11.7,5,Saturday,41.1
Night,Machine Learning,56.9,6,Thursday,38.28
Morning,DBMS,76.7,2,Saturday,63.15
Afternoon,Aptitude,71.4,6,Friday,54.79
Afternoon,DBMS,81.6,2,Tuesday,41.35
Afternoon,DBMS,26.9,3,Thursday,47.82
Afternoon,Machine Learning,81.1,2,Monday,49.58
Afternoon,Operating Systems,30.1,1,Wednesday,52.66
Evening,Operating Systems,92.6,1,Tuesday,56.37
Morning,Python,47.3,9,Thursday,63.9
Evening,Machine Learning,88.1,4,Monday,51.2
Night,Python,15.3,5,Wednesday,47.87
Afternoon,Machine Learning,54.9,10,Friday,43.1
Morning,Python,87.6,7,Thursday,60.16
Afternoon,DSA,35.0,2,Sunday,35.58
Morning,Ai,97.5,10,Saturday,51.72
Evening,DBMS,79.4,9,Saturday,47.6
Morning,DBMS,74.6,4,Friday,55.85
Night,Java,48.9,10,Tuesday,48.65
Night,Aptitude,63.1,10,Saturday,34.14
Morning,Ai,75.7,1,Wednesday,56.81
Morning,Operating Systems,62.0,8,Saturday,60.22
Morning,Aptitude,86.8,4,Sunday,50.38
Morning,DSA,57.7,7,Sunday,62.34
Night,Java,32.3,3,Wednesday,45.89
Afternoon,Aptitude,33.5,9,Saturday,50.45
Morning,Java,10.6,5,Friday,55.28
Morning,DBMS,43.1,5,Friday,56.2
Night,Operating Systems,92.4,3,Saturday,41.29
Night,DSA,97.4,9,Sunday,45.06
Evening,DBMS,32.3,3,Tuesday,58.91
Morning,Ai,115.5,2,Monday,61.99
Evening,Python,65.3,9,Sunday,52.91
Night,Machine Learning,110.9,9,Saturday,36.15
Night,DSA,87.7,10,Sunday,46.26
Afternoon,Operating Systems,89.5,4,Sunday,45.23
Morning,Java,19.4,4,Thursday,52.3
Evening,Aptitude,34.2,10,Monday,50.2
Night,Ai,11.0,6,Sunday,38.48
Night,Aptitude,88.8,9,Saturday,40.29
Evening,DSA,47.9,8,Sunday,50.64
Afternoon,Ai,96.5,10,Wednesday,43.16
Night,Operating Systems,47.3,3,Thursday,42.58
Morning,DSA,100.1,6,Tuesday,57.21
Night,Operating Systems,24.4,7,Monday,43.99
Morning,Aptitude,29.1,6,Monday,56.11
Evening,DBMS,47.5,3,Thursday,67.36
Morning,Ai,54.9,9,Tuesday,58.22
Evening,Python,48.4,4,Sunday,51.02
Morning,DBMS,94.0,2,Saturday,51.51
Evening,Python,20.7,9,Tuesday,60.81
Morning,Aptitude,48.6,3,Saturday,47.72
Afternoon,Java,102.1,6,Monday,41.11
Morning,Ai,17.3,5,Sunday,56.83
Morning,DBMS,113.7,2,Saturday,59.33
Afternoon,DBMS,118.5,1,Monday,49.56
Night,DSA,19.7,9,Friday,54.15
Night,Machine Learning,42.0,3,Thursday,40.4
Morning,Aptitude,51.0,7,Sunday,55.48
Afternoon,Operating Systems,95.4,9,Tuesday,49.8
Morning,Aptitude,75.6,9,Wednesday,60.21
Evening,Operating Systems,80.9,10,Thursday,54.38
Evening,Ai,93.3,6,Saturday,51.13
Morning,Operating Systems,23.0,8,Friday,53.47
Night,Java,101.7,9,Thursday,48.44
Night,Python,87.6,3,Monday,51.9
Morning,Operating Systems,73.5,6,Thursday,57.64
Morning,Operating Systems,107.9,5,Sunday,56.78
Evening,DSA,87.0,7,Saturday,58.78
Night,DBMS,32.2,7,Thursday,41.23
Morning,Aptitude,57.3,9,Sunday,58.03
Evening,Aptitude,64.3,1,Thursday,55.5
Night,Ai,16.1,6,Saturday,50.02
Afternoon,Ai,115.0,5,Wednesday,59.29
Evening,Java,24.1,4,Friday,58.98
Night,Operating Systems,86.7,10,Thursday,62.71
Night,Machine Learning,65.7,1,Thursday,43.14
Evening,Aptitude,12.8,4,Wednesday,32.67
Afternoon,Ai,111.7,10,Tuesday,47.44
Evening,Operating Systems,103.7,7,Thursday,52.74
Night,Ai,67.7,4,Sunday,49.75
Morning,Java,35.2,1,Saturday,56.07
Morning,Python,23.4,10,Sunday,65.63
Evening,Python,50.0,1,Saturday,58.02
Night,Ai,38.1,1,Thursday,46.47
Morning,Python,65.7,10,Tuesday,64.02
Night,Ai,116.3,5,Saturday,43.42
Evening,Operating Systems,73.2,7,Sunday,57.69
Morning,DSA,107.9,9,Sunday,54.75
Night,Machine Learning,81.6,8,Thursday,41.09
Morning,Operating Systems,62.3,2,Thursday,62.05
Evening,DSA,104.0,9,Thursday,54.98
Night,DSA,61.9,4,Friday,42.96
Morning,Aptitude,105.5,10,Saturday,67.93
Evening,Operating Systems,42.1,5,Monday,58.57
Morning,Operating Systems,24.2,5,Friday,57.21
Morning,Ai,104.1,4,Tuesday,63.0
Afternoon,DSA,74.6,6,Friday,44.29
Afternoon,DSA,107.8,1,Sunday,40.27
Evening,DSA,113.2,2,Friday,58.01
Afternoon,Ai,15.9,4,Wednesday,45.71
Evening,Aptitude,65.1,4,Tuesday,55.21
Afternoon,Operating Systems,51.2,8,Tuesday,44.8
Morning,DSA,78.8,9,Tuesday,57.55
Evening,Python,97.3,4,Friday,54.84
Evening,Operating Systems,40.9,6,Tuesday,54.53
Morning,Ai,71.2,4,Saturday,68.54
Evening,Aptitude,88.0,4,Wednesday,61.41
Evening,Python,24.8,9,Thursday,56.44
Afternoon,Ai,99.5,4,Friday,48.97
Evening,DBMS,76.7,6,Thursday,51.47
Night,Operating Systems,114.4,9,Thursday,39.81
Morning,DBMS,47.3,3,Friday,59.26
Afternoon,Ai,21.9,7,Saturday,53.66
Afternoon,Ai,65.7,7,Friday,34.21
Night,Ai,19.4,1,Tuesday,50.11
Morning,DSA,116.6,2,Wednesday,64.74
Morning,Aptitude,14.3,5,Friday,49.33
Afternoon,DSA,92.9,8,Thursday,49.18
Evening,Aptitude,67.8,6,Friday,52.82
Afternoon,Machine Learning,50.5,7,Wednesday,47.17
Morning,DSA,17.2,3,Monday,60.07
Night,DBMS,78.4,6,Saturday,43.59
Afternoon,Aptitude,74.4,9,Thursday,43.15
Morning,DSA,40.9,3,Monday,67.13
Afternoon,Operating Systems,110.1,6,Monday,47.62
Evening,Ai,43.5,7,Sunday,65.15
Afternoon,Aptitude,59.5,5,Wednesday,45.29
Afternoon,Aptitude,69.8,10,Saturday,41.71
Morning,DSA,21.0,8,Friday,60.62
Morning,Machine Learning,112.5,8,Monday,62.49
Morning,DSA,51.2,6,Sunday,62.37
Afternoon,Java,18.9,7,Tuesday,45.06
Evening,DBMS,52.6,3,Friday,53.33
Night,DBMS,76.0,7,Saturday,51.33
Night,Aptitude,66.5,7,Thursday,43.16
Morning,Aptitude,86.4,4,Friday,64.45
Morning,DSA,16.1,10,Wednesday,49.53
Afternoon,DBMS,41.3,4,Sunday,38.94
Night,DBMS,100.1,3,Wednesday,49.83
Morning,Machine Learning,18.8,10,Thursday,57.26
Evening,Operating Systems,104.1,7,Thursday,58.78
Evening,Machine Learning,20.1,5,Thursday,49.86
Morning,Java,101.8,3,Sunday,48.72
Morning,Python,49.7,6,Sunday,59.46
Night,Ai,77.3,6,Wednesday,38.02
Night,Machine Learning,26.8,6,Saturday,40.63
Afternoon,Java,17.3,2,Sunday,42.17
Night,DSA,33.8,10,Saturday,44.26
Evening,Operating Systems,24.1,7,Sunday,50.65
Evening,DSA,44.4,7,Friday,52.49
Morning,Ai,66.6,10,Monday,61.71
Night,Java,74.8,4,Monday,49.64
Afternoon,Python,96.9,6,Tuesday,52.91
Evening,Operating Systems,82.2,4,Wednesday,63.91
Evening,Aptitude,77.0,4,Thursday,63.71
Afternoon,DBMS,55.3,6,Saturday,43.49
Afternoon,Machine Learning,62.1,9,Sunday,39.41
Evening,Java,55.6,7,Friday,48.89
Evening,DSA,102.6,2,Saturday,60.01
Afternoon,Python,35.3,6,Wednesday,45.91
Evening,DBMS,10.6,5,Tuesday,53.06
Morning,Machine Learning,81.6,6,Saturday,55.06
Morning,DBMS,32.3,8,Monday,68.85
Afternoon,Machine Learning,107.9,8,Friday,41.45
Night,Java,104.5,3,Monday,50.44
Afternoon,Aptitude,18.4,9,Friday,50.07
Afternoon,Operating Systems,21.7,6,Thursday,49.36
Night,Java,64.5,7,Friday,44.87
Night,DBMS,77.0,9,Sunday,38.48
Night,DBMS,40.2,7,Thursday,42.92
Morning,DBMS,88.8,10,Wednesday,56.38
Evening,Operating Systems,75.4,9,Monday,48.44
Morning,Python,45.7,1,Friday,56.11
Evening,Machine Learning,12.8,1,Friday,58.91
Morning,Java,92.5,3,Tuesday,58.25
Evening,Java,33.6,9,Monday,58.36
Morning,Aptitude,101.8,1,Wednesday,59.11
Night,DBMS,56.2,1,Thursday,44.03
Afternoon,Ai,73.5,5,Wednesday,49.62
Morning,Java,106.0,8,Tuesday,63.65
Evening,Operating Systems,105.0,2,Wednesday,51.57
Night,Python,50.9,4,Thursday,46.23
Morning,Java,33.0,6,Monday,64.52
Morning,Machine Learning,95.3,1,Saturday,60.42
Night,Operating Systems,57.6,4,Tuesday,52.43
Morning,Aptitude,31.1,4,Sunday,52.19
Afternoon,Aptitude,109.5,9,Friday,46.8
Morning,Machine Learning,31.8,9,Friday,57.01
Afternoon,DBMS,12.8,6,Monday,43.42
Afternoon,Aptitude,12.2,8,Saturday,51.36
Night,Python,78.5,10,Wednesday,48.44
Morning,Operating Systems,82.8,4,Sunday,56.23
Night,Java,44.2,10,Sunday,47.15
Morning,Python,45.2,8,Friday,58.22
Morning,DBMS,47.3,3,Tuesday,65.64
Evening,Python,84.8,2,Saturday,62.71
Morning,Python,16.4,6,Thursday,63.54
Night,DSA,112.2,5,Sunday,40.96
Afternoon,Python,34.5,8,Wednesday,52.84
Morning,Machine Learning,120.0,1,Saturday,48.05
Evening,Operating Systems,28.9,10,Sunday,51.02
Night,DSA,94.9,3,Thursday,54.29
Morning,Operating Systems,34.6,7,Saturday,67.62
Night,Operating Systems,18.9,10,Saturday,42.46
Evening,DBMS,106.2,4,Wednesday,52.28
Evening,DBMS,104.5,10,Tuesday,60.14
Night,DSA,54.4,5,Thursday,43.82
Morning,Aptitude,87.3,8,Tuesday,64.73
Afternoon,Ai,71.3,1,Thursday,46.28
Evening,DBMS,103.8,1,Sunday,53.53
Morning,Ai,44.7,7,Sunday,55.19
Morning,DBMS,67.6,9,Wednesday,59.97
Afternoon,DBMS,63.4,4,Tuesday,47.15
Evening,Operating Systems,48.9,8,Sunday,51.3
Evening,DSA,108.1,10,Wednesday,55.51
Morning,Operating Systems,28.2,7,Saturday,60.48
Morning,Java,26.4,2,Saturday,56.2
Afternoon,Machine Learning,73.5,5,Wednesday,55.25
Afternoon,Operating Systems,82.3,9,Thursday,43.57
Evening,Ai,31.4,9,Sunday,44.52
Night,Ai,53.0,3,Saturday,39.03
Evening,Machine Learning,114.1,3,Thursday,53.05
Morning,Python,37.1,2,Tuesday,70.12
Evening,Python,83.5,7,Friday,56.07
Night,Machine Learning,91.4,6,Saturday,35.27
Afternoon,Machine Learning,59.3,5,Saturday,41.79
Night,Operating Systems,113.1,7,Monday,45.4
Night,Machine Learning,91.0,4,Thursday,37.62
Night,Java,60.4,5,Wednesday,54.65
Afternoon,DSA,72.6,9,Monday,37.29
Night,Python,86.2,9,Tuesday,43.18
Night,Python,75.1,4,Monday,44.19
Night,Java,106.7,6,Monday,40.13
Morning,Aptitude,49.3,2,Friday,63.36
Night,Java,43.0,3,Friday,41.72
Afternoon,Java,33.5,9,Monday,53.1
Night,Machine Learning,14.2,6,Friday,50.9
Night,DBMS,14.7,8,Sunday,48.19
Afternoon,DBMS,105.7,5,Friday,50.8
Night,Java,84.6,2,Monday,45.01
Afternoon,Machine Learning,82.7,7,Thursday,52.42
Night,DSA,77.6,6,Friday,42.57
Afternoon,DBMS,103.4,2,Monday,47.56
Night,Aptitude,62.8,6,Thursday,40.05
Night,Ai,105.7,8,Saturday,43.54
Morning,Machine Learning,49.5,1,Friday,52.72
Morning,Java,111.9,4,Monday,56.46
Night,DSA,86.9,1,Friday,54.52
Night,DSA,38.3,2,Thursday,47.37
Evening,Operating Systems,72.0,1,Sunday,54.02
Afternoon,DSA,68.6,6,Monday,45.4
Evening,DBMS,25.2,6,Thursday,58.86
Morning,Java,75.0,1,Saturday,51.92
Morning,Ai,44.6,4,Wednesday,52.37
Morning,DBMS,15.8,4,Tuesday,57.24
Morning,Machine Learning,114.4,8,Sunday,49.1
Night,Ai,80.6,6,Wednesday,47.33
Morning,Machine Learning,106.5,2,Friday,59.83
Night,DSA,84.4,5,Thursday,45.14
Night,Aptitude,49.3,4,Monday,47.92
Morning,Python,66.4,10,Sunday,61.7
Morning,Ai,84.3,4,Thursday,56.62
Afternoon,Java,115.6,8,Friday,52.4
Evening,Operating Systems,37.9,5,Monday,56.57
Morning,Python,106.2,3,Sunday,55.92
Afternoon,DSA,111.6,10,Wednesday,47.21
Afternoon,DSA,83.7,4,Thursday,53.26
Evening,Java,112.4,1,Tuesday,48.42
Night,Python,53.8,6,Sunday,45.67
Morning,Operating Systems,114.8,10,Saturday,56.46
Evening,Ai,87.3,4,Saturday,51.86
Morning,Ai,14.6,6,Friday,58.58
Afternoon,Python,109.8,2,Friday,54.11
Afternoon,Machine Learning,63.3,5,Thursday,40.12
Night,DBMS,60.6,9,Wednesday,46.26
Afternoon,Aptitude,72.3,8,Wednesday,44.76
Afternoon,Machine Learning,26.4,3,Tuesday,53.16
Evening,Ai,61.6,1,Tuesday,48.54
Morning,DBMS,101.4,10,Thursday,48.02
Morning,Aptitude,11.7,3,Monday,51.51
Evening,Aptitude,40.0,8,Wednesday,54.72
Night,Aptitude,10.3,3,Sunday,34.24
Morning,DSA,55.7,5,Sunday,49.47
Afternoon,Java,90.1,2,Sunday,43.51
Morning,Aptitude,97.9,1,Monday,62.64
Afternoon,Operating Systems,114.0,10,Monday,46.16
Night,Python,76.9,5,Thursday,45.95
Evening,Ai,38.0,5,Tuesday,53.87
Morning,Operating Systems,111.7,6,Monday,52.77
Evening,Python,95.3,2,Thursday,59.03
Morning,Machine Learning,73.2,9,Tuesday,69.26
Afternoon,Java,86.5,2,Monday,41.36
Evening,Machine Learning,111.7,2,Monday,48.59
Morning,Python,88.4,5,Sunday,52.64
Afternoon,Operating Systems,50.5,9,Tuesday,49.01
Evening,Python,88.4,4,Saturday,46.74
Evening,Aptitude,14.4,6,Tuesday,61.26
Morning,DSA,52.5,2,Friday,66.07
Morning,Ai,54.7,4,Sunday,60.46
Morning,Machine Learning,28.4,9,Friday,62.68
Afternoon,Ai,12.5,2,Thursday,50.58
Morning,DSA,24.7,1,Thursday,64.4
Evening,Aptitude,82.0,4,Wednesday,53.48
Evening,Aptitude,98.3,4,Friday,52.32
Morning,Machine Learning,118.7,1,Tuesday,61.32
Morning,Machine Learning,48.1,4,Friday,56.07
Night,Aptitude,75.9,3,Saturday,52.69
Evening,DBMS,113.1,2,Sunday,57.27
Afternoon,Ai,28.4,10,Thursday,47.21
Night,Java,88.9,4,Saturday,41.16
Morning,DSA,93.0,8,Thursday,58.3
Morning,Ai,19.8,7,Saturday,53.25
Evening,DSA,104.7,9,Thursday,58.44
Morning,DBMS,99.4,8,Tuesday,55.64
Afternoon,Java,13.7,1,Saturday,46.53
Evening,Operating Systems,20.0,2,Sunday,48.15
Morning,DSA,15.4,2,Monday,56.26
Evening,Ai,46.8,8,Thursday,58.84
Morning,Python,66.0,4,Friday,65.39
Morning,Java,68.6,9,Monday,58.25
Morning,Aptitude,39.4,2,Friday,65.69
Afternoon,Aptitude,110.3,4,Thursday,52.86
Afternoon,DBMS,50.5,1,Tuesday,50.59
Evening,DSA,15.0,3,Sunday,55.54
Morning,Operating Systems,43.0,6,Sunday,64.09
Morning,DSA,68.4,9,Monday,61.2
Afternoon,Aptitude,54.9,1,Monday,51.37
Morning,Machine Learning,40.1,5,Thursday,48.4
Afternoon,Python,24.4,2,Sunday,50.31
Morning,Java,100.1,7,Sunday,59.32
Evening,DBMS,119.6,4,Saturday,53.57
Morning,Machine Learning,46.2,5,Thursday,53.49
Morning,Ai,52.0,8,Thursday,56.57
Night,Operating Systems,78.0,2,Sunday,45.61
Afternoon,Machine Learning,89.0,3,Wednesday,46.06
Morning,Ai,53.1,5,Tuesday,60.89
Morning,Machine Learning,109.5,10,Saturday,44.49
Night,Operating Systems,71.6,4,Tuesday,44.92
Night,Java,59.5,5,Sunday,46.03
Afternoon,Machine Learning,81.1,3,Thursday,49.51
Night,DBMS,114.8,9,Wednesday,44.3
Evening,Aptitude,97.4,8,Sunday,46.75
Night,DSA,14.4,6,Thursday,35.04
Evening,Machine Learning,46.6,1,Thursday,49.09
Afternoon,DBMS,61.8,4,Tuesday,55.2
Afternoon,DSA,44.6,7,Sunday,45.73
Afternoon,Java,87.0,10,Wednesday,53.45
Afternoon,Ai,100.9,5,Tuesday,57.17
Afternoon,DSA,90.4,4,Thursday,49.62
Evening,Ai,118.8,9,Friday,59.23
Evening,Machine Learning,40.0,8,Monday,58.68
Afternoon,DBMS,106.2,3,Sunday,40.0
Night,Aptitude,94.3,6,Saturday,38.19
Morning,Machine Learning,49.8,4,Thursday,49.58
Afternoon,Ai,90.8,7,Saturday,37.9
Night,Operating Systems,21.4,1,Wednesday,42.51
Morning,DSA,96.8,1,Sunday,54.72
Afternoon,Machine Learning,68.6,6,Friday,38.64
Afternoon,Ai,42.2,10,Saturday,49.27
Evening,Java,82.1,7,Sunday,49.57
Morning,DSA,80.6,9,Saturday,63.18
Morning,Java,33.0,7,Wednesday,60.92
Night,Ai,13.3,9,Thursday,45.88
Evening,DBMS,57.7,10,Thursday,53.98
Evening,Python,72.6,9,Monday,56.4
Evening,Java,106.4,8,Wednesday,56.85
Evening,Machine Learning,112.1,7,Friday,57.53
Morning,Aptitude,68.2,3,Monday,53.34
Morning,Machine Learning,92.9,3,Sunday,50.81
Afternoon,DSA,58.3,5,Wednesday,50.47
Afternoon,DBMS,92.1,7,Thursday,49.81
Evening,Ai,32.5,10,Monday,58.96
Evening,Operating Systems,50.8,7,Thursday,51.64
Evening,Aptitude,79.8,1,Tuesday,61.32
Afternoon,DBMS,12.0,8,Tuesday,47.41
Night,Java,89.5,1,Monday,43.41
Night,Java,101.9,4,Monday,50.47
Afternoon,Machine Learning,53.9,2,Wednesday,50.86
Afternoon,Operating Systems,59.3,5,Sunday,56.91
Afternoon,DBMS,103.6,6,Friday,54.74
Afternoon,Python,95.3,4,Friday,58.45
Afternoon,Aptitude,41.7,4,Tuesday,48.52
Afternoon,DSA,45.6,7,Tuesday,55.52
Evening,DBMS,84.7,4,Tuesday,55.34
Evening,DBMS,72.0,2,Thursday,43.9
Evening,Python,27.8,4,Friday,59.37
Evening,Machine Learning,44.1,7,Monday,55.8
Afternoon,Ai,109.0,1,Tuesday,44.54
Night,Ai,85.7,4,Saturday,43.8
Morning,Aptitude,118.5,6,Wednesday,60.58
Afternoon,Aptitude,94.4,8,Sunday,53.06
Morning,DSA,113.6,8,Monday,61.19
Night,DBMS,33.8,9,Sunday,42.0
Evening,Operating Systems,94.9,5,Monday,48.34
Night,DBMS,12.2,2,Monday,35.17
Afternoon,Ai,83.8,3,Friday,56.33
Evening,DSA,61.6,2,Tuesday,55.97
Afternoon,DBMS,48.1,9,Wednesday,48.8
Evening,Python,104.9,6,Sunday,56.77
Morning,Ai,104.0,1,Thursday,58.81
Morning,DBMS,12.5,3,Wednesday,49.99
Morning,DBMS,77.0,7,Wednesday,65.07
Night,Ai,50.5,7,Saturday,47.7
